0,1,2,3,4,5
1,0.8415,4,0.17,--,I
2,0.8414,3,0.12,--,I
3,0.8411,4,0.39,--,2
4,0.8395,5,0.43,--,3
5,0.8371,5,0.43,--,4
6,0.8403,9,--,0.07,7
7,0.8416,3,--,0.04,7
8,0.8403,9,--,0.07,7
9,0.8373,5,--,0.08,7
10,0.8417,4,--,0.06,7
11,0.8417,4,--,0.06,7
