0,1,2,3,4
tJOC,TIK,Solubility,,Status
,,mol fraction molality,Solid phase,
120,393.15,0.3400 28.59,NaCI04,tentative
125,398.15,0.3438 29.08,"""",""""
130,403.15,0.3477 29.59,"""",""""
135,408.15,0.3516 30.10,"""",""""
140,413.15,0.3556 30.63,"""",""""
