0,1,2,3,4
0,65.76,1035.0,5.349,Yb (NO 3) 3' 5H O2
10,67.51,,5.787,""""
15,68.28,,5.995,""""
20,69.5,875.0,6.346,""""
40,73.91,703.0,7.89,""""
