0,1,2,3,4
0,28.1,21.92,1.154,KCl
10,34.3,25.57,1.174,II
40,40.2,28.65,1.189,II
60,45.5,31.29,1.199,II
80,50.6,33.59,1.205,""""
100,55.5,35.69,1.209,II
108.5a,57.6,36.5,1.209,II
120,60.4,37.65,-,""""
140,65.6,39.6,-,II
169.5,73.7,42.42,-,II
189.6,79.7,44.34,-,II
