0,1,2,3,4
,J 1. 5,31.2,23.8,""""
,JO,30.8,23.5,II
,7.5,29.8,23.0,II
,2.5,28.4,22.2,""""
,o,n.5,21.6,""""
-,1,n.2,21.4,II
-,4.5,25.9,20.6,II
-,9,23.9,19.3,ice
-,8.5,21.5,J7.7,""""
-,8,20.0,J6.7,""""
-,7,17.5,14.9,""""
-,6,15.7,13 .6,II
-,5.5,J4.3,12.5,II
