0,1,2,3,4
- 3.48,,6.11,5.76,lce
- 5.17,,8.92,8.19,II
- 6.32,,10.77,9.72,II
- 8.52,,14.2,12.43,II
- 9.41,,15.46,13.39,II
-11.04,,17.87,15.16,II
-14.33,,22.25,18.2,II
-14.77,,22.99,18.69,II
-16.21,,24.75,19.84,II
-18.73,,27.7,21.69,II
-20.56,,29.7,22.9,II
