0,1,2,3,4,5
o,21.6,RCI,1928,"papers 1,",3.0
25,26.31,"""",1927,paper,
25,26.02,"""",1928,paper 3,
35,27.8,"""","""",""" 3",
40,28.06,"""","""",""" 2",
40,28.6,"""","""",""" J",
60,31.3,"""",1927;,1928 papers,
,,,,"1, 2",
80,33.8,"""",1928,paper 2,
