0,1,2,3
-,0.089,0.1472,lce
-,0.09,0.1472,
-,0.1345,0.2216,
-,0.1355,0.2224,
-,0.1757,0.2938,
-,0.1765,0.2935,
-,0.2646,0.4414,
-,0.265,0.4417,
-,0.3475,0.5837,
-,0.3492,0.5836,
-,0.5165,0.8735,
-,0.5172,0.8724,
-,0.6883,1.1592,
-,0.6906,1.1662,
-,0.8598,1.4561,
-,0.8626,1.4579,
