0,1,2,3,4
-12,26.35,3.371,1.871,Ice
- 8,22.24,2.695,1. 496,""""
-18,51. 64,10.061,5.585,Mg(Cl~3)2'6H20
0,53.27,10.740,5.962,
18,56.50,12.238,6.793,""""
29,60.23,16.269,7.920,""""
35,63.65,16.498.,9.158,""""
42,63.82,16.620,9.225,Mg(Cl~3)2'4H20
