0,1,2,3,4
-0.827,0.241,1.778,1.011,""""
-1. 389,0.409,2.992,1.019,""""
-1.409a,0.409,2.992,1.019,""""
-2.721,0.804,5.779,1. 038,""""
-3.437,1.018,7.243,1.048,""""
-3.437a,1. 018,7.243,1.050,
-4.696,1.387,9.7,1.066,
-4.835a,1. 387,9.7,1.065,
-6.37,1.851,12.69,1. 088,
-7.34,2.126,14.41,1.100,
-8.66,2.490,16.62,1.118,
-8.91a,2.490,16.62,1.118,
-10.04,2.872,18.86,1.136,
-10.04,2.872,18.86,1.134,
