0,1,2,3
1000,63.8,63.7,""""
2000,62.2,62.2,""""
3000,60.8,61.0,""""
1000,59.4,59.7,""""
5000,57.8,58.3,""""
6000,56.5,57.2,""""
7000,55.2,56.0,""""
8000,54.0,54.5,""""
9000,52.6,53.0,""""
10000,51. 5,51. 7,""""
