0,1,2,3,4
0.0,1.5,0.89,1.65,1.67
,3.0,0.9,1.66,1. 76
7.0,1.5,0.9,1.66,1.67
,3.0,0.92,1.7,1. 67
15.0,1.5,0.92,1.7,1. 70
,3.0,0.92,1.7,1.67
30.0,1.5,0.95,1.76,1. 76
,3.0,0.93,1.72,1.67
