0,1,2,3,4,5,6,7
"4,85",1.79,4.15,"0,27","3,23",0.87,----,----
4.91,"2,38","5,51","0,36","2,31",0.36,----,----
"5,06",1.29,"2,99","0,20",4.35,1.17,----,----
"5,11","2,80","6,48","0,43","1,86",0.51,----,----
"7,80","6,30","13,79","0,98",----,----,"0,48","0,06"
"8,56","7,12","15,14",1.10,----,----,"0,81","0,10"
