0,1,2,3,4,5,6,7,8
----,----------,----,12.24,15.3000,0.85,,A,
4.10,12.24,0.68,8.53,10.7130,0.60,,"""",
11.90,37.43,2.08,5.08,6.7500,0.38,,"""",
"25,49",91.58,"5,09",1.90,2.8757,"0,16",,"""",
"36,92",156.31,8.68,1.46,2.5991,0.14,,,
"44,15",206.20,11.46,"0,71","1,3955","0,08",A,+,B
44.30,207.49,11.53,o .75,1.4867,0.08,A,+,B
44.55,210.65,11.70,"0,28",0,,,,
45.76,"220,33",12.24,----,--. -5-5-7-0,0.03 ----,,B f l,
