Column_A,Column_B,Column_C,II
-10.8,19.65,a,
,,,KCl
-10.2,19.75,b,
- 8.9,19.89,b,II
,,,II
- 8.6,20.06,b,
,,,II
- 7.0,:.'0.46,b,
,,,II
- 5.2,20.80,b,
